stop,lat,long
nagashettyhalli nagashettyhalli beside arali katte,13.0417,77.573
byramangala cross bidadi opposite of tyagaraju central school,12.8035,77.398
kavala hosahalli anekal temple,12.7247,77.704
neelagiri thopu sunkada katte in front of s.s.k.choultry,12.996,77.502
church rm nagar ramamurthi nagara in front of sunil bankers & jewellers,13.0117,77.679
kudlu gate,12.8899,77.64
kaggalahalli kaggalahalli in front of milk dairy,12.8303,77.325
mrv bricks factory,12.8129,77.463
central reserve police force guttepalya in front of training school,12.7955,77.539
reliance petrol bunk guragunte palya industrial sub-urban yeshawantha park - 3rd stage in front of reliance petrol bunk,13.0287,77.536
mantanakurchi manchankhurki beside anjaneya temple,13.044,77.385
sadhashivanagar sadashiva nagara beside giri dental clinic,13.0086,77.58
atturu,13.1066,77.566
jaymahal extension,13.002,77.594
mahesh medicals chikkalasandra in front of mahesh pharma medicals,12.914,77.55
royan circle chamaraja pete church open space  opposite bharath petrol bunk,12.9612,77.569
sigehalli gate sigehalli in front of nanjundeshwara store,12.9842,77.444
nayandahalli,12.9432,77.526
sulikere sulikere beside open area,12.9348,77.446
banglow sulikere mysore road sulikere opposite of ashwatha katte,12.9329,77.454
manjunath nagara basaveshwaranagara in front of ganesha temple,12.9915,77.543
brundavana peenya 2nd stage peenya industrial area 2nd stage opposite of indian bank,13.0205,77.508
rolling mill peenya industrial area in front of hitze equipments pvt ltd,13.0266,77.515
aradeshanahalli opposite of maligeswara agency,13.2226,77.565
kidwai layout,12.859,77.563
sathanur colony sathanuru beside temple,13.1279,77.647
budigere cross,13.0473,77.752
krishnarajendra market,12.9613,77.575
sadaramangala sadaramangala beside raksha health care,12.9978,77.737
madhugirihalli madhugiri halli beside sri dharmuni swamy temple,13.1279,77.507
kaggalipura kaggalipura in front of mayur jewellers & bakery,12.8003,77.509
tharabana halli hesaraghatta tarabanahalli beside shreya chats,13.1012,77.481
mount carmel college shivaji nagara beside mount carmel college,12.993,77.589
mysore bank vasantha nagara beside all india council for technical,12.9747,77.582
janapriya enclave sunkadakatte opp mahaveer polymer,12.9894,77.499
widia school bagalagunte t.dasarahalli beside nandini traders,13.0512,77.508
nagenahalli nagadasanahalli nagenahalli in front of sri rama temple,13.1312,77.574
adigondana halli attibele hobli anekal taluku opposite of sri lakshmi provision store,12.8145,77.751
nift college hsr layout 2nd sector opposite of nift college,12.9123,77.652
hotel hemarold,13.0832,77.819
razak palya razack palya beside open area,13.1495,77.659
nelamangala nelamangala beside nelamangala bmtc bus stand,13.098,77.394
pinto bore tagachaguppe in front of hotel amma,12.8707,77.45
bachahalli gate devanahalli beside open area,13.2121,77.673
kogilu ,13.093,77.654
mahalakshmi layout entarence rajajinagara 1st block beside eureka forbes ltd,13.0077,77.549
matada halli rt nagara post office opposite of shri radhakrishna theater,13.0135,77.594
80 feet road kalyan nagara kalyana nagara opposite of satish sagar hotel,13.0253,77.641
srirama temple,12.8755,77.787
kada bisanahalli,12.9395,77.695
kasthurinagara kasturi nagara in front of spencers,13.0026,77.661
jn of kanteerava studio krishnananda nagara in front of malabar bekary,13.0215,77.535
naga talkies beside drain,12.9843,77.612
lrde,12.9808,77.657
government school jakkuru in front of provision store,13.0775,77.606
muthkuru opposite of mariyamma temple,12.9563,77.806
vajarahalli vajarahalli in front of residential area,13.1011,77.405
honnalagana doddi,12.6929,77.425
btm layout lake btm layout masjid,12.9079,77.614
chikkabasthi open area,12.9422,77.48
corporation office,12.9684,77.589
kanegowdanahalli kanegowdanahalli in front of maramma temple,13.1297,77.385
nagaroor cross nagararu beside open area,13.092,77.445
madure madhure beside maramma temple,13.2012,77.457
kallukunte agrahara kalkunte agrahara beside ranganatha kalyana mantapa,12.9329,77.841
thirumala daba attur layout beside sri krishna bakery & sweets,13.0977,77.563
chikkalsandra aralimara chikkalasandra in front of c.s.hospital,12.9117,77.553
budigere budigere cross opposite of hotel surya,13.135,77.748
byramangala lake,12.7761,77.42
isro layout isro layout near by bharathiya state bank,12.8988,77.558
beedi karmikara colony kengeri satelite town cdd society,12.9192,77.472
knarayanapura k.narayanapura beside sri maruthi flour mill,13.0648,77.641
marenahalli marenahalli opposite of govt.school,13.1196,77.679
sub register office lakkuppe in front of shivraj motors,12.9699,77.41
kogilu kogilu beside petty shop,13.1042,77.617
austin town austin town beside kaliyamma temple,12.9614,77.614
bel circle bharat electronics limited in front of bharat electronics limited compound,13.0455,77.557
gandhi school srirampura in front of park,12.9881,77.568
marsoor gate  anekal taluk opposite of bharat petrol bunk  cg cables & wires india private limited,12.7694,77.702
gkw rajajinagara 1st block beside st therasa hospital,13.0073,77.554
seethanayakanahalli,12.7692,77.66
ganesha temple,12.9123,77.481
sumana halli sumanahalli opposite of sumanahalli depot 31,12.9932,77.521
banashankari 3rd stage 2rd phase banashankari 3rd stage beside ratnagiri pre-university college,12.934,77.539
dyavasandra open area,12.7576,77.648
kumaraswamy layout police station kumara swamy layout in front of kumara swamy layout police station,12.9052,77.563
subbarayappana palya cross gerupalya opposite of faurecia private limited,12.8892,77.438
kenchanapura kenchanapura in front of abaya anjaneya temple,12.954,77.451
dodda bommasandra dodda bommasandra beside rathnaraj telecom,13.0602,77.559
basavana devastana basavanna temple beside basavanna temple,13.1381,77.453
dunnasandra cross in front of sri parvathi jewellers,12.976,77.821
8th mile t dasarahalli 8th mile beside petrol bunk,13.0456,77.505
thomas cafe frazer town in front of vinod auto service,12.9911,77.614
kadasikoppa kadasikoppa in front of ashwatha katte,12.6931,77.407
telecom colony cross raghava block beside deepa condiments,12.9484,77.549
ananda rao circle neharu nagara opposite to ganesha temple,12.9807,77.575
nttf,13.0252,77.511
hunnigere near residence,12.9231,77.369
jn of ring road channasandra dodda banasawadi opposite of tamarind hotel,13.0133,77.662
dodda gubbi doddagubbi beside panchayathi office,13.071,77.674
muttugadahalli linganahalli in front of pujamma temple,13.1413,77.526
hejjala cross hejjala opposite of sona valliappa public school,12.8555,77.427
jn of vaddarahalli bettahalli colony beside lakshmi venkateshwara provision store,13.0154,77.443
kristal apartment sarjapura road,12.8677,77.767
lakkenahalli lakkenahalli beside ashwatha katte,13.0446,77.393
hsbc,12.8927,77.599
nelamangala,13.0978,77.394
kannura halli,13.0599,77.807
siddayyanapalya,12.7224,77.656
hesaraghatta tb cross t.b.cross beside s.k.b.glass playwood and hardware,13.1306,77.484
nandagokula nagara,13.061,77.318
ashraya badavane,12.9886,77.473
arakere arekere beside residential area,13.2002,77.538
avaragere cross nelliguddakere beside open area,12.8099,77.378
dasarahalli dasarahalli beide ashwatha katte,13.0564,77.611
hulimangala jigani hubli in front of village panchayat office,12.8188,77.637
junction of malur road sante gate in front of rama weigh bridge,13.0769,77.802
raghuvanahalli gate,12.881,77.546
ballur cross attibele post-anekal taluk beside indian oil petrol bank  m.d.r.fuel station,12.7576,77.774
kalyani magnum jp nagara vinayaka nagara in front of mom & me,12.9017,77.595
hanumanthegowdana palya hanumanthe gowdana palya opposite of milk dairy,13.0935,77.344
munireddy palya jc nagar,13.0067,77.593
jangal palya,12.8024,77.597
doddahagade anekal taluk opposite of agriculture service co-operative society,12.7467,77.69
seegehalli cross beside open area(hunasemara),12.8255,77.449
soraunase cross varthuru opposite of government veterinary hospital,12.9435,77.751
punugumaranahalli in front of venkateshwara provision stores,12.9164,77.403
nanjundeshwara traders,12.9334,77.542
rockline studio rajiv gandhi nagara beside open area,13.0406,77.496
jigani bus stand jigani hobli  anekal taluk in front of harsha sagar hotel,12.7797,77.643
bellandur gate bellandur opposite of angan restuarant,12.925,77.674
vijayanagar,12.9755,77.755
gonigattapura cross beside open area,12.9098,77.786
kr puram new layout,13.0119,77.699
dayananda sagar college kumaraswamy ayout 2nd stage in front of ramadeva stationeries,12.9096,77.565
hampapura hampapura in front of government primary school,12.8306,77.429
thotada guddadahalli thotadaguradahalli beside hotel mahalakshmi,13.0681,77.489
allalasandra,13.0868,77.593
harishchandra ghat gaythri nagara beside harishchandra ghat,12.9969,77.561
kadujakkasandra,12.7003,77.513
huttanahalli uttanahalli in front of dhanalakshmi temple,13.1656,77.651
chikkanahalli chikkanahalli beside govt school,13.184,77.689
railway bridge shanthinagara opposite of murugan engineering works,12.9969,77.717
vijaya school,13.13,77.673
marasandra marasandra opposite of anjaneya temple,13.0995,77.715
muneshwara nagara kerekodi hosakere halli kerekodi in front of ramanjaneya temple,12.9295,77.535
m sathyawara,13.144,77.798
munireddy palya,13.007,77.592
lalbhag west gate basavanagudi beside technomark television,12.9475,77.58
munnekolalu munnekolala  marathahalli post beside suryanaryana navagraha temple,12.9486,77.708
mico layout checkpost gopalanmall,12.9136,77.6
kr puram,13.0081,77.695
rt nagara police station rt nagara opposite of andra bank,13.0257,77.593
kachohalli cross,12.9904,77.469
ags layout manganahalli hullalu near park,12.9523,77.481
gtre hal 3rd stage beside beml limited bangalore complex,12.9759,77.656
nanjapura cross,12.8135,77.642
channarayapatna,13.2452,77.797
honnenahalli opposite of milk dairy,13.1598,77.567
m hosahalli m.hosahalli beside ashwatha katte,13.1358,77.718
nagaresha nagenahalli dinne n.nagenahalli beside singh provision store,13.0703,77.643
bettana palya bettanapalya in front of ayyappa & shanimahathma temple,12.912,77.443
vasudevapura vasudevapura beside reddy garage,12.7979,77.521
bone mill bone mill beside open area,13.0638,77.505
alappanahalli alappanahalli beside open area,13.1022,77.778
gopalan mall,12.9855,77.708
chikkanahalli,12.7175,77.647
yelahanka yelahanka beside raju medicals,13.0996,77.598
kg halli bridge k.g.halli beside open area,13.0549,77.535
maharani college vasantha nagara beside maharani college,12.9792,77.585
alada mara ramamurthy nagar ramamurthi nagara opposite of hi-fashion family stop,13.0115,77.677
isolation hospital old bayappanahalli beside military land,12.9852,77.642
simense,12.8453,77.661
kodihalli kodihalli opposite of govt.school,13.0185,77.811
ramakrishna nagara,13.0176,77.534
haralur haraluru in front of milk dairy,13.0654,77.838
srinivasapura kogilu beside open area,13.1034,77.623
somathanahalli gate budigere road somatanahalli opposite of anjaneya temple,13.171,77.76
bagaluru bagaluru beside ashwatha katte,13.1343,77.669
adugodi police quarters,12.9389,77.61
sunkadakatte tent road,12.9892,77.508
cil tv tower jc nagara in front of dooradarshana kendra main gate,13.0102,77.591
dhobhi ghatt rajaji nagara opposite of bwssb service station,12.9877,77.551
ashrama nelamangala,13.0839,77.418
laggere cross peenya industrial area in front of smitha jyothi industries,13.0218,77.523
circle pattegara palya in front of lakshmi venkateshwara sourda credit co-operative ltd,12.9762,77.526
kr circle vasantha nagara beside sjp college,12.9771,77.585
bakery pattanagere halage vaderahalli in front of guru hardware stores,12.92,77.514
monotype banashankari  2nd stage opposite of thalam al-tius,12.9218,77.571
jayanthi nagar jayanthi nagara in front of shushrutha hospital,13.0289,77.664
railway gate sarjapura,12.9093,77.706
trinity circle,12.9728,77.622
byranayakana halli college byranakanahalli in front of shivakumara swamiji polytechnic college,13.2072,77.379
dasanayakanahalli dasa nayakana halli opposite of veeraanjaneya temple,13.118,77.689
krishnaiahnapalya/s.nagara,12.995,77.652
maruthi layout maruthi layout in front of srinivasan groundnut sweets,12.8401,77.581
tent  beguru opposite of manjushree bakery,12.8851,77.625
chandapura cross,12.8874,77.738
foreman training insititue industrial sub-urban yeshawantha park - 3rd stage in front of modern bread factory,13.0252,77.534
shanmuka temple b.e.m.l. layout  5th stage opposite of uma maheshwari real estates,12.9128,77.528
jalahalli east jalahalli east beside open area,13.0677,77.545
singayyana palya hoodi in front of gears & pinions pvt ltd,12.9956,77.695
biscuits factory opposite of biscuits factory,12.9869,77.816
yadavanahalli gate,12.7854,77.751
balaji nagar,13.0137,77.497
narasipura,12.977,77.495
nisarga badavane,12.7831,77.613
sanjay gandhi nagar lakshmidevi nagara opposite of veena english school,13.0187,77.526
thigalarapalya church beside provision store,13.0137,77.483
guddadahalli beside open area,12.9153,77.269
philomena hospital austin town opposite of s.m.perle,12.9646,77.61
puttenahalli puttenahalli in front of nanjundeshwara temple,12.8981,77.582
panathuru panathuru in front of ganesh medical,12.9365,77.704
minarva circle v.v.puram,12.9537,77.58
uragahalli bidadi uragahalli opposite of maramma & anjaneya temple,12.7434,77.377
lakkenahalli lakkenahalli beside petty shop,13.0446,77.393
jn of 80 feet road,12.8843,77.597
uddi chikkanahalli gate,13.1726,77.415
ramanahalli ramanahalli opposite of residential area,12.7412,77.402
thippenahalli tippenahalli beside govt. hospital,13.0367,77.487
koramangala,12.9248,77.635
kannalli kannalli in front of veerabhadra swamy,12.9662,77.459
coles park,12.9954,77.608
mallasandra in front of governement milk dairy,13.009,77.784
bidadi bidadi beside bidadi b.m.t.c. main bus stand,12.7974,77.385
